texto,etiqueta
Que tristeza que el ultimo partido no lo mostraron porque perdimos :(,negativo
Lerma tiene que ser el mejor 5/8 que ah tenido colombia.,positivo
Faltaron los goles contra Argentina 🧐,negativo
"Camino de 🇨🇴 Colombia en 2024:
J1: 🇨🇴 2-1 🇵🇾
J2: 🇨🇴 3-0 🇨🇷
J3: 🇨🇴 1-1 🇧🇷
Cuartos: 🇨🇴 5-0 🇵🇦
Semifinal: 🇨🇴 1-0 🇺🇾
Final: 🇨🇴 0-1 🇦🇷

Subcampeón 2024",neutral
Los audios pa cuando 😠,negativo
Golasos mi pais 🇨🇴❤️ lastima que no se nosdio el titulo (como hubiera sido de bonito si Colombia hubiera ganado) seguir trabajando. Argentina 🇦🇷 gano bien esa final 🔚,positivo
"TE AMO :( c o l o m b i a ,mi ilusion llego a ca .  despues en el minuto 6:25 llego lo mas triste de mi corazon el invictooooo y la copa. (ARGENTINO NO COME ARGENTINO)  asi es la cosa lastimosamente",positivo
Y si en vez de estar con tantas pendejadas porque mejor no sacan los audios del var de la final,negativo
Los audios del VAR para cuando desarados HPT pudranse.,negativo
En otra vida ... Cuesta si le jalaba la camisa a Lautaro 😢,positivo
Aun faltan varios partidos de eliminatoria y se viene el mundial en esas mismas canchas,neutral
"Lo que pasa es que ha Colombia,le da miedo jugar creo yo.",negativo
2:14 Lucumí con Elon Musk.,neutral
pongan todos los goles de peru xddddd en la copa ameria2024,positivo
De cuánto era el billete,neutral
Y los audios de la final que? Ladrones HPS,negativo
"Colombia🇨🇴 3 - 1 🇵🇾Paraguay
Colombia🇨🇴 4 - 0 🇨🇷Costa Rica
Brasil🇧🇷 1 - 2 🇨🇴Colombia
Colombia🇨🇴 6 - 0 🇵🇦Panamá
Uruguay🇺🇾 0 - 2 🇨🇴Colombia 
Argentina🇦🇷 0 - 3 🇨🇴Colombia 

COLOMBIA CAMPEÓN DEL MUNDO EN NUESTROS CORAZONES",positivo
Eso fue en las eleminatorias estás Medio loco e,negativo
When Colombia plays Argentina in september who will win?,neutral
"Dios mio santo sacan y sacan videos pero nunca van a sacar los audios. Muy mal de parte de la Conmebol, FIFA y Copa America, cuando dejen de robarle a mi seleccion les creo",negativo
Y los goles de colombia en la final??,negativo
Ven que Jhon Córdoba si hace goles,positivo
Dejen de llorar saben cuantas cosas no los cobraron a nosotros los Argentinos en las finales?? Sigan a si q estan jugando bien ya se les va a dar como a nosotros y vamos a estar contentos por ustedes,negativo
mi Colombia ganará la copa del mundo usa nada y México,positivo
México 🇲🇽 se va a tirar bien rico 😋 a Colombia 🇨🇴 en la copa oro 🥇🪙 2025 A HUEVO 🥚🐣,negativo
"Y subcampeones fuimos . 
Como dijo Maradona del segundo para bajo todos son perdedores",negativo
"Golazos los de chile, sino lo perjudicaban seguro salía campeón",positivo
Para cuándo los goles de chile y Perú,negativo
Orgulloso de mí país Venezuela la vinotinto 🇻🇪,positivo
"Gran Copa de mi selección Colombia, Vamos por más 🇨🇴 ❤",positivo
"te amo colombia, lástima por la final pero nos levantamos con fuerza e ilusión",negativo
Colombia what a team!,negativo
Porque no pusieron los goles de Chile?😢,negativo
VIVA COLOMBIA 🇨🇴,positivo
"Quizas no hayan sido los goles mas vistosos , pero Argentina tiene los mejores goles de trabajo en equipo. El segundo contra Canada es un toqueteo hermoso",positivo
"Luego de ver este video, definitivamente el 15:48 fue el mejor gol de toda la copa",positivo
Metimos más goles que Brasil 😎🇵🇦🇵🇦🇵🇦💪🏼,positivo
Buenos goles hemos tenido,positivo
Que la Copa América se siga realizando con 16 selecciones. 🔥 Es más llamativo y honra el nombre de dicho torneo. 🏆🌎,positivo
Bueno y para cuando los audios del BAR de la final,negativo
Excelentes goles,positivo
cada vez que veo la copa América 2024 me da una mezcla de nostalgia y tristeza,negativo
"Daniel Muñoz was doing the most important part for Colombia in this tournament, sincerely when Daniel Muñoz got that red Card in the Semi final, Colombia had already Lost the Final !",positivo
6:22 ufff golazo 🇪🇨💥.,positivo
Vamos Venezuela 🇻🇪💪🔥🔥🔥,positivo
muchos golazasasos,negativo
Venezuela 🇻🇪,positivo
"Vamos Venezuela nojodaaaa pa lante carajooooo , esto poner corazón y  huevosss en cada partido 🔥🔥🔥🇻🇪🫡",positivo
"buena copa America, ojala en 2028 siga disputandose con 16 equipos",positivo
saludame copa américaaa,positivo
Pa cuando los audios del VAR de la final?,negativo
El primero  de ecuador vs jamaica ufffff,positivo
Sin dudas el de Venezuela contra Canadá fue el mejor de toda la copa américa,positivo
Que gol el de hincapie,positivo
Que golazo el de rondon,positivo
Una pregunta por que todavia no se publican los audio del var  colombia vs argentina es una curiosidad ya  han pasado casi una semana y nada,negativo
"El mejor partido fue el Argentina-Ecuador, fue la final anticipada",positivo
El mejor gol fue el que le metió la Conmebol con los audios del partido Colombia ve Argentina,negativo
Argentina 🇦🇷,positivo
Colombia 🇨🇴,neutral
Para cuando los audios?,negativo
Paraguay 🇵🇾,positivo
Colombiano es la verdad Colombia se merecía esa Copa América,positivo
Hincapie el mejor gol,positivo
Empezar y terminar el video con Argentina❤,positivo
liberen pues los audios del var en la final,negativo
Publiquen los audios del VAR!!!,positivo
Costa Rica 🇨🇷,negativo
Los audios del var de la final ??,negativo
El mejor fue sin dudas el de Rondón,positivo
"Raphinha, melhor gol da Copa América 🇧🇷",positivo
Dejen de intentar cambiar los hechos y muestren los audios es lo más logico que deben hacer y así o callan a los argentinos o callan a los colombianos dependiendo muestren los audios del VAR,negativo
Y los audios Var Colombia vs argentina??,negativo
uuf golazo de verdad minuto 15:56,positivo
los audios de la final???,negativo
porque no pusieron la cancion oficial??,negativo
Y los audios del var ? Pipipipipi,positivo
y lo audios del var para cuando?,negativo
colombia perdio esa final pero eso no nos detiene,negativo
y los audios var?,negativo
Qué mal que no ganó Paraguay😢 Pero si Argentina🇦🇷😊😊❤❤❤❤,positivo
Colombia el mejor,positivo
Los tenemos de hijo a Chile y Brasil 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷,positivo
Y LOS VIDEOS DEL VAR?,negativo
que GOLAZO de EL REY SALOMON,positivo
Deberia cada tormeo de estos dar cupo al mundial ya q van a expandirlo.,neutral
1200. + 1 donlod ✅,positivo
O Brasil pode ter sido eliminado nas quartas mas deu muito trabalho para todas as seleções que enfrentou e tenho certeza que logo nos vamos conseguir o décimo título de copa América 🇧🇷🇧🇷🇧🇷,positivo
y los gole de la  final?,negativo
Donde está el VAR de Colombia vs Argentina?,negativo
Saquen los audios del VAR. porque tanto misterio?,negativo
Los audios del var !!!,negativo
Dónde están los audios del VAR Colombia vs Argentina??????????????????????????????,negativo
Yo quiero los audios del VAR de la final😢,negativo
Pepepero aún sigo esperando los goles de chile y de Perú 😂😂😂,positivo
Y los audios de var de la final????,negativo
"Colombia con un equipo invicto llegó a la final ellos hacen mucho daño con pelota parada y 
Mostrar más..",positivo
lastima la final colonbia pero vamos pa alante a ganar el mundial,negativo
Mi chile 🇨🇱❤️ no anoto ni un solo gol. Iso falta un delantero de peso ⚖️.,negativo
Venezuela luciendoce 😎 y callando bocas,positivo
y los audios???????????????,negativo
LOS AUDIOS DEL VAR SE LOS VAN A ROBAR TAMBIÉN O Q,negativo
mi seleccion que me gusta es panama,positivo
MUESTREN PUES LOS AUDIOS DEL VAR.  EL QUE NADA DEBE NADA TEME.  EL MUNDO LOS ESTA ESPERANDO.,negativo
Y los audios del VAR en la final??? porque los quieren ocultar?,negativo
Quiten esa música 🤢. Es mejor el ambiente del partido,negativo
Audios de la final,positivo
No mostraron Brasil Urugua partido,negativo
aja y los audios del var  ? o no sera que le pagaron tambien pa no subirlos?,negativo
"buen video, le falto la parte final cuando Argentina levanta la copa 😄",positivo
"QUE NO SE REPITA LA ESTAMPIDA QUE HUBO FUERA DEL ESTADIO EN LA FINAL DE ESTA COPA, QUE SEMBRÓ EL TERROR ENTRE AFICIONADOS.",negativo
Hasta jamaica hizo goles y peru y chile ?,neutral
5:48 me everytime the pizza delivery arrives at my house,neutral
lo que unio a todos fue la eliminacion de mexico facto,negativo
a colombia en la final,negativo
Chile marco gol???,neutral
Lautaro solo entra a meter el gol ✨,positivo
Oe Ticos 🎉🫡🇨🇷🔥,positivo
Copa America >>>>>,negativo
Se paso muy rapido está edición de la copa América              fue buena pero. Por favor!!! Conmebol no la buelvas a realizar en EEUU 🇺🇸 que vuela a ser sede dentro de unos 30 años. Otros paises 🇨🇴🇺🇾🇨🇱🇦🇷🇪🇨🇲🇽  tambien quieren ser sede. Y por egoísmo y avaricia de los gringos 🇺🇸. No se puede,negativo
Colombia dando ejemplo de cómo se mete un gol ❤️,positivo
Pusieron a competir  a Argentina con los equipos que no estaban muy bien e rendimiento y a Colombia con los mejores,negativo
Y los goles de Perú??? :v,negativo
che no saben quien gano la copa?🤔,neutral
Porque chile no marcó gol 😒,negativo
Pregunta pórque Paquetá no le dio el penal a Vini para el Hat trick?,negativo
Y los audios del var que,positivo
"Todo lo gano Colombia , le falto la corona que la virreina se la tomo prestada..",negativo
Dato perturbador: Jamaica anoto más goles que chile y Perú juntos💀💀,neutral
"El mejor fue el de Venezuela pero el de pulisic y Martín Araujo son buenos
Gran copa de la selección🇨🇴🇨🇴",positivo
Devuelbame la plata de Miami!,negativo
Brasil y Uruguay fueron la decepción.,negativo
Porque chile no metió goles ni Perú en el grupo A,neutral
Porque no pusieron a los jugadores de argentina y Messi levantando la copa?🇦🇷,negativo
La mejor selección es Colombia 🇨🇴🇨🇴,positivo
el mejor fue de Salomon ronGOAT,positivo
SEÑORES DE LA CONMEBOL ESTAMOS ESPERANDO LOS AUDIOS VAR DE LA FINAL SI NO ES MUCHA MOLESTIA....UN SALUDO,positivo
"Resumen de la copa: 
Regalos a argenfifa la consetida de conmeboll",negativo
🇦🇷 Argentina 2  -  0 Canadá 🇨🇦,neutral
Festejan los luchadores y lloran los malos perdedores 🇦🇷🏆,positivo
La mejor selección de la copa América es Argentina 🩵🩵🩵🩵🩵🆚❤🎉,positivo
Y los audios del VAR?,negativo
A pero el chile de las eliminatorias con uno bueno fue más que la copa america,negativo
Argentina y Colombia los mejores equipos del torneo 2024. Desgraciadamente Colombia siempre tiene que ser pecho frío al jugar una final. Shakira les malogró la final con sus pasos prohibidos. F,positivo
Que raro que el primero en jugar fue argentina y no estados unidos si estados unidos fue la sede de esa copa América y que raro q argentina le tocará un grupo fácil para así pasar y que le tocará contra Ecuador y Canada para pasar ala final fácil,negativo
Ahora hagan un vídeo sobre todos los goles del campeón 😎🇦🇷🏆,positivo
Dejen de celebrar argentinos que literal no ahi audios del var y que si se van messi y di maria quien les va a salvar ahora asi que aqui reuni firmas para audios del var,negativo
Yo quería que ganará brasil,neutral
Y para cuando los audios del Var ladrones?,negativo
Y los audios del var?,negativo
La final más robada de la historia como nos van a. Robar dos penales si se vio clarísimo 😐,negativo
"La selección más fuerte está en una crisis futbolistica terrible . Argentina está aprovechando en estos últimos años ganando copas,  porque Brasil no juega a nada 😮",negativo
"Para mi este es el mejor de Todos, el mas dificil de hacer: Hincapie 6:11
Baloguin 7:50
Alderete 11:46
Le compite la de rondon, que tambien es un golazo imposible si no sabes patear bien: Rondon 15:50
Lucho Diaz  16:32
Betancur 18:13
Koné 18:26",positivo
Se pasaron los audios de la final por el * que no los han subido,negativo
Porque chile no metio gol es logico,negativo
Vamos Argentina! 🇦🇷💙,positivo
Por qué no publicaron los audios del VAR Colombia Argentina?,negativo
"🇦🇷🇦🇷🇦🇷 La mejor selección de la historia del fútbol, sigan llorando 🇦🇷🇦🇷🇦🇷",positivo
COMEBOL ESTOY ESPERANDO LOS AIDIOS DEL VAR DE LA FINAL DE ARG VS COL,negativo
En donde estan los audios del VAR de la final?????,negativo
Donde estan los goles de Perú 😹?,neutral
Los audios del var ?????????,negativo
Aún estamos esperando los audios del VAR en la final,negativo
"Porque no muestran los audios del ""Var"" entre Colombia vs Argentina en la final",neutral
"Seguimos esperando los audios del VAR de la final, conmebol corruptos",negativo
Audios del var?,neutral
En mi opinión Argentina hizo trampa tiraron al arquero para meter gol  y no valieron el penalti de Córdoba,negativo
Y los audios del VAR en la final para cuando?,negativo
Garnacho tiene la misma cantidad que copas que Colombia 😴😴😴😴😴,negativo
Ya pasó una semana desde la Final y no han publicado los audios del VAR ¿Para cuando los audios? LADRONES!!,negativo
🇪🇨 Ecuador 1  -  2  Venezuela 🇻🇪,neutral
Chile no hizo gol,neutral
Colombia el mejor equipo de américa actualmente,positivo
Colombia 🇨🇴  juega mejor que argentina,positivo
Cómo todo es comprado,negativo
a los chilenos no les gusta este video,negativo
"Y los audios del Var? Así sean modificados, pero suban esa vaina",positivo
Ecuador mejor que golasoooo,positivo
Los audios del var!,negativo
"Argentina, la mejor seleccion del mundo, duela a quien le duela.",positivo
Argentina le regalan todo le regalaron la copa del mundo la Copa América le tocó con el grupo fácil en la Copa América,negativo
"estranho como nao jogou nada Luis dias ou james na final, nao acham??? Messi pipocou.....di maria chorou...tava muito combinado!!!! Mr dias e colombia se calaram com a propina.....opis tinham muuuuito mais futebol......festejem bastante cantando sobre cor de raça....aie, va mal lo foot....comebola",negativo
Argentina es el peor al 100%,negativo
Puro partido comprado en el final era penal para Colombia casi 3 veces la falta no cobro el árbitro,negativo
un gran robo de dos penaltis,positivo
Botón si quieres los audios del var de la final ——>,neutral
"colombia era el indicado para ganar por primera vez dire que argentina robo
😮‍💨😮‍💨",positivo
Colombia >>> Argentina,positivo
"sao uns ridiculos....nao colocaram toos os gols....e ajudaram a argentina, so pra fazer marketing com o Pepssi! essa copa esta de pior em pior....horrivel mesmo, uma vergonha",negativo
Q alguien explique sensatamente que krjos le paso a luis Diaz en esta copa que no fue? Alguien que tenga conocimiento real del tema!,neutral
"Colombia se creyó gigante por golear a equipos de la CONCACAF ... me da gusto que no hayan salido campeones y ni siquiera pueden usar el argumento ""nos robaron"" porque literalmente el arbitraje los benefició más de lo que los perjudicó.",negativo
